1, 1712678553, 596471, 774.0
2, 1712678554, 646853, 632.0
3, 1712678555, 697007, 624.0
4, 1712678556, 723130, 128.0
5, 1712678557, 724197, 95.0
6, 1712678558, 724130, 807.0
7, 1712678559, 723002, 830.0
8, 1712678560, 723044, 700.0
9, 1712678561, 723055, 479.0
10, 1712678562, 723045, 193.0
11, 1712678563, 724056, 450.0
12, 1712678564, 723132, 608.0
13, 1712678565, 723061, 598.0
14, 1712678566, 723063, 228.0
15, 1712678567, 723051, 986.0
16, 1712678568, 723093, 80.0
17, 1712678569, 724326, 93.0
18, 1712678570, 722379, 63.0
19, 1712678571, 723204, 47.0
20, 1712678572, 723130, 282.0
21, 1712678573, 723138, 644.0
22, 1712678574, 723138, 45.0
23, 1712678575, 610528, 140.0
24, 1712678576, 724205, 191.0
25, 1712678577, 722939, 445.0
26, 1712678578, 723850, 27.0
27, 1712678579, 722489, 303.0
28, 1712678580, 723210, 991.0
29, 1712678581, 723269, 103.0
30, 1712678582, 723365, 962.0
31, 1712678583, 723269, 93.0
32, 1712678584, 723297, 842.0
33, 1712678585, 723227, 3.0
34, 1712678586, 723278, 501.0
35, 1712678587, 723268, 563.0
36, 1712678588, 723285, 400.0
37, 1712678589, 723326, 524.0
38, 1712678590, 723333, 622.0
39, 1712678591, 723342, 212.0
40, 1712678592, 723328, 65.0
41, 1712678593, 723398, 164.0
42, 1712678594, 723504, 35.0
43, 1712678595, 723410, 259.0
44, 1712678596, 723381, 936.0
45, 1712678597, 723453, 458.0
46, 1712678598, 723541, 952.0
47, 1712678599, 723430, 827.0
48, 1712678600, 723448, 157.0
49, 1712678601, 723309, 605.0
50, 1712678602, 722337, 519.0
51, 1712678603, 727102, 747.0
52, 1712678605, 720020, 335.0
53, 1712678606, 719313, 930.0
54, 1712678607, 718618, 120.0
55, 1712678608, 718011, 415.0
56, 1712678609, 717364, 81.0
57, 1712678610, 716916, 612.0
58, 1712678611, 716382, 326.0
59, 1712678612, 715918, 122.0
60, 1712678613, 715473, 392.0
61, 1712678614, 715039, 298.0
62, 1712678615, 714639, 180.0
63, 1712678616, 714255, 698.0
64, 1712678617, 713876, 388.0
65, 1712678618, 713442, 961.0
66, 1712678619, 713287, 812.0
67, 1712678620, 712990, 213.0
68, 1712678621, 712733, 879.0
69, 1712678622, 713023, 688.0
70, 1712678623, 712773, 724.0
71, 1712678624, 712516, 168.0
72, 1712678625, 711769, 755.0
73, 1712678626, 711088, 952.0
74, 1712678627, 711470, 108.0
75, 1712678628, 711215, 834.0
76, 1712678629, 711678, 667.0
77, 1712678630, 710970, 685.0
78, 1712678631, 710808, 724.0
79, 1712678632, 710757, 214.0
80, 1712678633, 710692, 398.0
81, 1712678634, 710602, 968.0
82, 1712678635, 710565, 434.0
83, 1712678636, 710366, 405.0
84, 1712678637, 709902, 790.0
85, 1712678638, 710839, 614.0
86, 1712678639, 710052, 855.0
87, 1712678640, 709852, 73.0
88, 1712678641, 710037, 471.0
89, 1712678642, 709968, 505.0
90, 1712678643, 710320, 609.0
91, 1712678644, 709893, 814.0
92, 1712678645, 709551, 525.0
93, 1712678646, 709753, 655.0
94, 1712678647, 708555, 303.0
95, 1712678648, 709905, 537.0
96, 1712678649, 709588, 190.0
97, 1712678650, 709426, 704.0
98, 1712678651, 709669, 337.0
99, 1712678652, 709817, 266.0
100, 1712678653, 709551, 925.0
101, 1712678654, 709296, 192.0
102, 1712678655, 709029, 78.0
103, 1712678656, 709415, 158.0
104, 1712678657, 709058, 494.0
105, 1712678658, 709429, 277.0
106, 1712678659, 708997, 780.0
107, 1712678660, 709403, 851.0
108, 1712678661, 708860, 110.0
109, 1712678662, 709383, 166.0
110, 1712678663, 709210, 143.0
111, 1712678664, 709059, 222.0
112, 1712678665, 709239, 641.0
113, 1712678666, 709260, 870.0
114, 1712678667, 709231, 117.0
115, 1712678668, 709707, 890.0
116, 1712678669, 709239, 137.0
117, 1712678670, 708967, 921.0
118, 1712678671, 709282, 246.0
119, 1712678672, 708946, 397.0
120, 1712678673, 709306, 502.0
121, 1712678674, 708863, 362.0
122, 1712678675, 708419, 759.0
123, 1712678676, 708397, 189.0
124, 1712678677, 708919, 407.0
125, 1712678678, 709289, 378.0
126, 1712678679, 708708, 646.0
127, 1712678680, 708842, 474.0
128, 1712678681, 708842, 700.0
129, 1712678682, 709599, 742.0
130, 1712678683, 709269, 122.0
131, 1712678684, 708858, 567.0
132, 1712678685, 708685, 932.0
133, 1712678686, 709242, 39.0
134, 1712678687, 709213, 155.0
135, 1712678688, 709093, 845.0
136, 1712678689, 708976, 605.0
137, 1712678690, 709109, 101.0
138, 1712678691, 709321, 900.0
139, 1712678692, 709048, 281.0
140, 1712678693, 709300, 309.0
141, 1712678694, 709082, 88.0
142, 1712678695, 709332, 776.0
143, 1712678696, 709162, 848.0
144, 1712678697, 708835, 870.0
145, 1712678698, 708666, 216.0
146, 1712678699, 708912, 194.0
147, 1712678700, 708933, 473.0
148, 1712678701, 709125, 461.0
149, 1712678702, 708657, 843.0
150, 1712678703, 709131, 824.0
151, 1712678704, 708571, 342.0
152, 1712678705, 708586, 138.0
153, 1712678706, 709069, 622.0
154, 1712678707, 708815, 928.0
155, 1712678708, 708664, 982.0
156, 1712678709, 709416, 185.0
157, 1712678710, 708051, 656.0
158, 1712678711, 709362, 647.0
159, 1712678712, 708513, 43.0
160, 1712678713, 709249, 824.0
161, 1712678714, 709477, 870.0
162, 1712678715, 708871, 994.0
163, 1712678716, 708912, 458.0
164, 1712678717, 709426, 607.0
165, 1712678718, 708789, 312.0
166, 1712678719, 709518, 586.0
167, 1712678720, 708649, 564.0
168, 1712678721, 709356, 114.0
169, 1712678722, 709015, 124.0
170, 1712678723, 708186, 984.0
171, 1712678724, 708945, 879.0
172, 1712678725, 708569, 146.0
173, 1712678726, 708528, 684.0
174, 1712678727, 708269, 688.0
175, 1712678728, 708946, 814.0
176, 1712678729, 709142, 769.0
177, 1712678730, 707876, 521.0
178, 1712678731, 708536, 196.0
179, 1712678732, 708790, 925.0
180, 1712678733, 708599, 241.0
181, 1712678734, 709164, 135.0
182, 1712678735, 708773, 119.0
183, 1712678736, 708613, 50.0
184, 1712678737, 708901, 108.0
185, 1712678738, 708807, 827.0
186, 1712678739, 708852, 486.0
187, 1712678740, 708655, 51.0
188, 1712678741, 709001, 40.0
189, 1712678742, 708541, 964.0
190, 1712678743, 708995, 444.0
191, 1712678744, 709445, 432.0
192, 1712678745, 708635, 545.0
193, 1712678746, 709412, 631.0
194, 1712678747, 709173, 930.0
195, 1712678748, 709475, 778.0
196, 1712678749, 709326, 242.0
197, 1712678750, 708661, 877.0
198, 1712678751, 709315, 26.0
199, 1712678752, 708593, 914.0
200, 1712678753, 708800, 807.0
201, 1712678754, 709028, 228.0
202, 1712678755, 708958, 701.0
203, 1712678756, 709457, 574.0
204, 1712678757, 708627, 233.0
205, 1712678758, 708665, 281.0
206, 1712678759, 708410, 709.0
207, 1712678760, 708509, 880.0
208, 1712678761, 709461, 290.0
209, 1712678762, 708559, 249.0
210, 1712678763, 709103, 130.0
211, 1712678764, 708123, 53.0
212, 1712678765, 709352, 209.0
213, 1712678766, 709041, 381.0
214, 1712678767, 709362, 939.0
215, 1712678768, 709258, 242.0
216, 1712678769, 709295, 239.0
217, 1712678770, 709038, 602.0
218, 1712678771, 708911, 982.0
219, 1712678772, 709262, 886.0
220, 1712678773, 709266, 812.0
221, 1712678774, 709445, 335.0
222, 1712678775, 708600, 100.0
223, 1712678776, 715512, 98.0
224, 1712678778, 708148, 605.0
225, 1712678779, 709235, 890.0
226, 1712678780, 708720, 645.0
227, 1712678781, 708661, 33.0
228, 1712678782, 708628, 199.0
229, 1712678783, 708581, 569.0
230, 1712678784, 709434, 138.0
231, 1712678785, 708859, 73.0
232, 1712678786, 708555, 180.0
233, 1712678787, 708791, 354.0
234, 1712678788, 707674, 972.0
235, 1712678789, 709298, 219.0
236, 1712678790, 709478, 697.0
237, 1712678791, 708766, 473.0
238, 1712678792, 708904, 287.0
239, 1712678793, 708751, 623.0
240, 1712678794, 708832, 232.0
241, 1712678795, 708662, 87.0
242, 1712678796, 708685, 814.0
243, 1712678797, 709310, 223.0
244, 1712678798, 708751, 143.0
245, 1712678799, 708760, 879.0
246, 1712678800, 708240, 704.0
247, 1712678801, 709401, 678.0
248, 1712678802, 708078, 886.0
249, 1712678803, 708599, 565.0
250, 1712678804, 709262, 412.0
251, 1712678805, 708262, 952.0
252, 1712678806, 708752, 108.0
253, 1712678807, 708981, 257.0
254, 1712678808, 708461, 459.0
255, 1712678809, 709022, 505.0
256, 1712678810, 708869, 798.0
257, 1712678811, 708249, 990.0
258, 1712678812, 709388, 230.0
259, 1712678813, 709345, 17.0
260, 1712678814, 709510, 34.0
261, 1712678815, 708666, 609.0
262, 1712678816, 709306, 648.0
263, 1712678817, 708559, 706.0
264, 1712678818, 709489, 68.0
265, 1712678819, 709100, 557.0
266, 1712678820, 709377, 723.0
267, 1712678821, 709058, 117.0
268, 1712678822, 709454, 215.0
269, 1712678823, 709196, 695.0
270, 1712678824, 707911, 2.0
271, 1712678825, 709168, 461.0
272, 1712678826, 709015, 836.0
273, 1712678827, 709347, 554.0
274, 1712678828, 709505, 569.0
275, 1712678829, 709312, 99.0
276, 1712678830, 708620, 15.0
277, 1712678831, 708745, 148.0
278, 1712678832, 708790, 840.0
279, 1712678833, 709220, 907.0
280, 1712678834, 709503, 507.0
281, 1712678835, 709251, 783.0
282, 1712678836, 708068, 865.0
283, 1712678837, 708770, 437.0
284, 1712678838, 708835, 479.0
285, 1712678839, 708364, 648.0
286, 1712678840, 708693, 867.0
287, 1712678841, 709002, 685.0
288, 1712678842, 709164, 624.0
289, 1712678843, 709093, 408.0
290, 1712678844, 708980, 701.0
291, 1712678845, 708211, 668.0
292, 1712678846, 708701, 684.0
293, 1712678847, 708081, 220.0
294, 1712678848, 709473, 38.0
295, 1712678849, 708874, 746.0
296, 1712678850, 708935, 610.0
297, 1712678851, 708759, 648.0
298, 1712678852, 708701, 187.0
299, 1712678853, 709242, 424.0
